Time,Acc_X,Acc_Y,Acc_Z,GSR,Tmp,X_1,Y_1,Z_1,X_2,Y_2,Z_2,X_3,Y_3,Z_3,X_4,Y_4,Z_4,X_5,Y_5,Z_5,X_6,Y_6,Z_6,X_7,Y_7,Z_7,X_8,Y_8,Z_8,X_9,Y_9,Z_9,X_10,Y_10,Z_10,X_11,Y_11,Z_11,X_12,Y_12,Z_12,X_13,Y_13,Z_13,X_14,Y_14,Z_14,X_15,Y_15,Z_15,X_16,Y_16,Z_16,X_17,Y_17,Z_17,X_18,Y_18,Z_18,X_19,Y_19,Z_19,Labeling
5.25,0.625177124,-0.60279668,-0.837490652,0.925948694,-1.325605071,-1.253085916,-0.522029739,0.325052224,-1.103273782,-0.701081694,0.200980197,-1.109756335,-0.737173681,0.523564702,-1.128460487,-1.575145526,1.470500888,-0.806429018,-1.279839705,0.957286309,-0.305679708,0.255199688,-1.098165901,-1.143404387,0.119255462,1.66619737,-0.890778812,-1.164846596,-0.588994326,-1.258227662,-0.0103400692,0.348831413,0.699340602,0.219894908,-0.597006725,-1.253085916,-0.522029739,0.325052224,-1.253085916,-0.522029739,0.325052224,-1.253085916,-0.522029739,0.325052224,-1.253085916,-0.522029739,0.325052224,-1.253085916,-0.522029739,0.325052224,-1.253085916,-0.522029739,0.325052224,-1.253085916,-0.522029739,0.325052224,-1.253085916,-0.522029739,0.325052224,-1.253085916,-0.522029739,0.325052224,2
5.28125,0.625177124,-0.60279668,-0.837490652,0.957890324,-1.319218056,-1.248083373,-0.5971429,0.322244094,-1.1005206,-0.677439031,0.303601958,-1.107686715,-0.717238712,0.618581007,-1.128022167,-1.442067092,1.510932102,-0.851851887,-1.343539534,0.977638592,-0.333157166,0.265229484,-1.009504361,-1.130759539,0.122762145,1.745279486,-0.875678309,-1.106942913,-0.793121082,-1.248790357,0.0445405308,0.353717591,0.787874546,0.227371123,-0.685257613,-1.248083373,-0.5971429,0.322244094,-1.248083373,-0.5971429,0.322244094,-1.248083373,-0.5971429,0.322244094,-1.248083373,-0.5971429,0.322244094,-1.248083373,-0.5971429,0.322244094,-1.248083373,-0.5971429,0.322244094,-1.248083373,-0.5971429,0.322244094,-1.248083373,-0.5971429,0.322244094,-1.248083373,-0.5971429,0.322244094,2
5.3125,0.625177124,-0.60279668,-0.837490652,0.970225903,-1.31283104,-1.243538126,-0.643924434,0.323951724,-1.097476687,-0.654098917,0.400703318,-1.104357451,-0.695669581,0.711967397,-1.121001257,-1.247167939,1.558748787,-0.913258076,-1.256918971,0.991001544,-0.369946782,0.27526351,-0.890771875,-1.129124218,0.129393124,1.698863512,-0.711614766,-0.946802361,-0.541826445,-1.225239745,-0.00710324226,0.396214507,0.711827857,0.270754408,-0.612661965,-1.243538126,-0.643924434,0.323951724,-1.243538126,-0.643924434,0.323951724,-1.243538126,-0.643924434,0.323951724,-1.243538126,-0.643924434,0.323951724,-1.243538126,-0.643924434,0.323951724,-1.243538126,-0.643924434,0.323951724,-1.243538126,-0.643924434,0.323951724,-1.243538126,-0.643924434,0.323951724,-1.243538126,-0.643924434,0.323951724,2
5.34375,0.625177124,-0.60279668,-0.837490652,0.982561482,-1.306444025,-1.239160059,-0.68034841,0.327310239,-1.094326487,-0.630869411,0.495786515,-1.100567684,-0.673503029,0.804757917,-1.111573864,-1.029668186,1.609265474,-0.980507493,-1.115343837,1.001809317,-0.410140766,0.285299083,-0.761045965,-1.131513793,0.137166292,1.606567578,-0.493092876,-0.749285753,-0.124037516,-1.196529549,-0.0976905088,0.452461268,0.575613295,0.327264706,-0.481263569,-1.239160059,-0.68034841,0.327310239,-1.239160059,-0.68034841,0.327310239,-1.239160059,-0.68034841,0.327310239,-1.239160059,-0.68034841,0.327310239,-1.239160059,-0.68034841,0.327310239,-1.239160059,-0.68034841,0.327310239,-1.239160059,-0.68034841,0.327310239,-1.239160059,-0.68034841,0.327310239,-1.239160059,-0.68034841,0.327310239,2
5.375,0.625177124,-0.60279668,-0.837490652,0.994897062,-1.30005701,-1.235682076,-0.686991744,0.442745434,-1.091452229,-0.606531584,0.567564455,-1.097137373,-0.645738101,0.883782644,-1.104132841,-0.871486822,1.686394604,-1.052709251,-0.996105925,1.033335196,-0.433490725,0.262479411,-0.721603,-1.128604322,0.144604178,1.536318875,0.150850179,0.0322547398,-0.250232309,-1.18569467,-0.0409351673,0.426876927,0.510710598,0.511110072,-0.567007497,-1.235682076,-0.686991744,0.442745434,-1.235682076,-0.686991744,0.442745434,-1.235682076,-0.686991744,0.442745434,-1.235682076,-0.686991744,0.442745434,-1.235682076,-0.686991744,0.442745434,-1.235682076,-0.686991744,0.442745434,-1.235682076,-0.686991744,0.442745434,-1.235682076,-0.686991744,0.442745434,-1.235682076,-0.686991744,0.442745434,2
5.40625,0.625177124,-0.60279668,-0.837490652,1.007232641,-1.293669995,-1.232556353,-0.681980053,0.60204323,-1.088685964,-0.581760002,0.630221594,-1.093847739,-0.615782179,0.957419957,-1.09746921,-0.736520447,1.773938846,-1.12684917,-0.885609961,1.072969365,-0.450248567,0.226801429,-0.717493388,-1.123621004,0.151910846,1.474698629,0.961287093,1.042360235,-0.589321888,-1.181855518,0.073484534,0.369266969,0.473716684,0.744789597,-0.737732771,-1.232556353,-0.681980053,0.60204323,-1.232556353,-0.681980053,0.60204323,-1.232556353,-0.681980053,0.60204323,-1.232556353,-0.681980053,0.60204323,-1.232556353,-0.681980053,0.60204323,-1.232556353,-0.681980053,0.60204323,-1.232556353,-0.681980053,0.60204323,-1.232556353,-0.681980053,0.60204323,-1.232556353,-0.681980053,0.60204323,2
5.4375,0.625177124,-0.60279668,-0.837490652,1.01956822,-1.28728298,-1.237054301,-0.369248377,0.953626107,-1.087324574,-0.380460759,0.664829689,-1.092812087,-0.411709868,0.995379506,-1.096919751,-0.337935051,1.808289423,-1.175025339,-0.552848944,1.088907964,-0.518657875,0.253614501,-0.703682415,-1.116480165,0.283037341,1.488662017,1.169235763,1.407202996,-0.792762709,-1.148227589,0.245552566,0.289047109,0.0204341026,0.772164511,-0.840384251,-1.237054301,-0.369248377,0.953626107,-1.237054301,-0.369248377,0.953626107,-1.237054301,-0.369248377,0.953626107,-1.237054301,-0.369248377,0.953626107,-1.237054301,-0.369248377,0.953626107,-1.237054301,-0.369248377,0.953626107,-1.237054301,-0.369248377,0.953626107,-1.237054301,-0.369248377,0.953626107,-1.237054301,-0.369248377,0.953626107,2
5.46875,0.625177124,-0.60279668,-0.837490652,1.031903799,-1.280895965,-1.244735551,0.071973319,1.385498582,-1.086549796,-0.105451508,0.687725766,-1.092717596,-0.134934388,1.018441626,-1.098923296,0.170725785,1.82042872,-1.212360215,-0.127280042,1.094952359,-0.60863451,0.306521025,-0.685820589,-1.108438443,0.465865423,1.534185728,1.125612453,1.502613074,-0.939562712,-1.102161207,0.441691946,0.199386372,-0.606671893,0.713395902,-0.914611179,-1.244735551,0.071973319,1.385498582,-1.244735551,0.071973319,1.385498582,-1.244735551,0.071973319,1.385498582,-1.244735551,0.071973319,1.385498582,-1.244735551,0.071973319,1.385498582,-1.244735551,0.071973319,1.385498582,-1.244735551,0.071973319,1.385498582,-1.244735551,0.071973319,1.385498582,-1.244735551,0.071973319,1.385498582,2
5.5,0.625177124,-0.60279668,-0.837490652,1.044239379,-1.27450895,-1.2200492,0.0714334294,1.108238407,-1.085159908,-0.145952687,0.578453593,-1.090068235,-0.179546457,0.884680124,-1.092583759,-0.0846601149,1.649985205,-1.204496047,-0.269078373,1.004487223,-0.654312492,0.20366322,-0.679248405,-1.058515119,0.293731238,1.241853215,0.876975318,1.16570597,-0.786972732,-0.97954198,0.454521194,0.160769497,-0.787406415,0.622814791,-0.871367369,-1.2200492,0.0714334294,1.108238407,-1.2200492,0.0714334294,1.108238407,-1.2200492,0.0714334294,1.108238407,-1.2200492,0.0714334294,1.108238407,-1.2200492,0.0714334294,1.108238407,-1.2200492,0.0714334294,1.108238407,-1.2200492,0.0714334294,1.108238407,-1.2200492,0.0714334294,1.108238407,-1.2200492,0.0714334294,1.108238407,2
5.53125,0.625177124,-0.60279668,-0.837490652,0.962193303,-1.268121935,-1.194444694,0.0583623272,0.81086265,-1.083752572,-0.19540378,0.465432275,-1.087346402,-0.233275153,0.746470091,-1.08600756,-0.361719316,1.474362462,-1.195349742,-0.426970904,0.911284455,-0.698733877,0.0963869336,-0.672996468,-1.007403762,0.11152803,0.939936917,0.622522667,0.816535557,-0.625890118,-0.854751219,0.462150582,0.123600555,-0.955478958,0.531331271,-0.82479133,-1.194444694,0.0583623272,0.81086265,-1.194444694,0.0583623272,0.81086265,-1.194444694,0.0583623272,0.81086265,-1.194444694,0.0583623272,0.81086265,-1.194444694,0.0583623272,0.81086265,-1.194444694,0.0583623272,0.81086265,-1.194444694,0.0583623272,0.81086265,-1.194444694,0.0583623272,0.81086265,-1.194444694,0.0583623272,0.81086265,2
5.5625,0.625177124,-0.60279668,-0.837490652,0.80797048,-1.26173492,-1.168840189,0.0452912251,0.513486892,-1.082345236,-0.244854874,0.352410957,-1.084624568,-0.287003849,0.608260058,-1.07943136,-0.638778518,1.29873972,-1.186203437,-0.584863435,0.818081686,-0.743155262,-0.0108893531,-0.666744531,-0.956292405,-0.0706751785,0.63802062,0.368070015,0.467365145,-0.464807503,-0.729960458,0.469779971,0.0864316137,-1.123551501,0.439847751,-0.778215292,-1.168840189,0.0452912251,0.513486892,-1.168840189,0.0452912251,0.513486892,-1.168840189,0.0452912251,0.513486892,-1.168840189,0.0452912251,0.513486892,-1.168840189,0.0452912251,0.513486892,-1.168840189,0.0452912251,0.513486892,-1.168840189,0.0452912251,0.513486892,-1.168840189,0.0452912251,0.513486892,-1.168840189,0.0452912251,0.513486892,2
5.59375,0.625177124,-0.60279668,-0.837490652,0.653747657,-1.255347905,-1.143235683,0.0322201229,0.216111134,-1.0809379,-0.294305967,0.239389639,-1.081902734,-0.340732545,0.470050024,-1.07285516,-0.915837719,1.123116977,-1.177057132,-0.742755965,0.724878917,-0.787576648,-0.11816564,-0.660492594,-0.905181048,-0.252878387,0.336104322,0.113617363,0.118194732,-0.303724889,-0.605169698,0.477409359,0.0492626721,-1.291624043,0.348364232,-0.731639253,-1.143235683,0.0322201229,0.216111134,-1.143235683,0.0322201229,0.216111134,-1.143235683,0.0322201229,0.216111134,-1.143235683,0.0322201229,0.216111134,-1.143235683,0.0322201229,0.216111134,-1.143235683,0.0322201229,0.216111134,-1.143235683,0.0322201229,0.216111134,-1.143235683,0.0322201229,0.216111134,-1.143235683,0.0322201229,0.216111134,2
5.625,0.625177124,-0.60279668,-0.837490652,0.499524834,-1.248960889,-1.117631178,0.0191490207,-0.0812646243,-1.079530564,-0.343757061,0.126368321,-1.079180901,-0.394461241,0.331839991,-1.06627896,-1.192896921,0.947494234,-1.167910827,-0.900648496,0.631676148,-0.831998033,-0.225441927,-0.654240657,-0.854069691,-0.435081595,0.0341880236,-0.140835288,-0.23097568,-0.142642275,-0.480378937,0.485038747,0.0120937306,-1.459696586,0.256880712,-0.685063215,-1.117631178,0.0191490207,-0.0812646243,-1.117631178,0.0191490207,-0.0812646243,-1.117631178,0.0191490207,-0.0812646243,-1.117631178,0.0191490207,-0.0812646243,-1.117631178,0.0191490207,-0.0812646243,-1.117631178,0.0191490207,-0.0812646243,-1.117631178,0.0191490207,-0.0812646243,-1.117631178,0.0191490207,-0.0812646243,-1.117631178,0.0191490207,-0.0812646243,2
5.65625,0.625177124,-0.60279668,-0.596497814,0.34530201,-1.242573874,-1.08712187,0.0323826748,-0.158531577,-1.078410051,-0.374937531,0.0554825814,-1.077304133,-0.425994983,0.249844962,-1.063054902,-1.409360367,0.860571983,-1.161531277,-1.042378752,0.591665015,-0.861592284,-0.28598468,-0.639686144,-0.83931963,-0.535245006,-0.101108079,-0.432138949,-0.545738809,-0.0224549866,-0.355588176,0.492668135,-0.025075211,-1.532176319,0.192587385,-0.648962467,-1.08712187,0.0323826748,-0.158531577,-1.08712187,0.0323826748,-0.158531577,-1.08712187,0.0323826748,-0.158531577,-1.08712187,0.0323826748,-0.158531577,-1.08712187,0.0323826748,-0.158531577,-1.08712187,0.0323826748,-0.158531577,-1.08712187,0.0323826748,-0.158531577,-1.08712187,0.0323826748,-0.158531577,-1.08712187,0.0323826748,-0.158531577,2
5.6875,0.623130669,-0.60279668,1.724159253,0.191079187,-1.236186859,-1.048830083,0.0873542539,0.113449518,-1.077744642,-0.377127887,0.0514536344,-1.076768235,-0.422311851,0.257046641,-1.065149708,-1.529676141,0.914391371,-1.159541756,-1.158464222,0.636053389,-0.867660226,-0.272375035,-0.611957882,-0.882264269,-0.505235346,0.0279731493,-0.781914343,-0.80590768,0.0328434258,-0.230797416,0.500297524,-0.0622441526,-1.45297833,0.171436913,-0.629482932,-1.048830083,0.0873542539,0.113449518,-1.048830083,0.0873542539,0.113449518,-1.048830083,0.0873542539,0.113449518,-1.048830083,0.0873542539,0.113449518,-1.048830083,0.0873542539,0.113449518,-1.048830083,0.0873542539,0.113449518,-1.048830083,0.0873542539,0.113449518,-1.048830083,0.0873542539,0.113449518,-1.048830083,0.0873542539,0.113449518,2
5.71875,0.60136382,-0.60279668,1.706722746,0.0368563637,-1.229799844,-0.990379006,0.105875254,0.560567588,-1.061716258,-0.376037052,0.264239552,-1.059568441,-0.431298266,0.43417076,-1.043471734,-1.663360997,0.94255187,-1.131151067,-1.2934869,0.690179855,-0.842322161,-0.265753855,-0.510007735,-0.880164601,-0.52192044,0.237219522,-0.995225909,-0.753658133,-0.247391553,-0.106006655,0.507926912,-0.0994130941,-1.4292141,0.0770892464,-0.85458536,-0.990379006,0.105875254,0.560567588,-0.990379006,0.105875254,0.560567588,-0.990379006,0.105875254,0.560567588,-0.990379006,0.105875254,0.560567588,-0.990379006,0.105875254,0.560567588,-0.990379006,0.105875254,0.560567588,-0.990379006,0.105875254,0.560567588,-0.990379006,0.105875254,0.560567588,-0.990379006,0.105875254,0.560567588,2
5.75,0.579596972,-0.60279668,1.68928624,-0.11736646,-1.223412829,-0.92471592,0.111356018,1.070341108,-1.040191754,-0.373772368,0.554591233,-1.036407119,-0.444817226,0.672084825,-1.013289021,-1.801828656,0.961532872,-1.093315329,-1.435284386,0.747790134,-0.805748562,-0.261632805,-0.381504625,-0.861950281,-0.555310636,0.475145065,-1.159717387,-0.589640545,-0.647663982,0.0187841056,0.5155563,-0.136582036,-1.42528136,-0.0434447984,-1.16718726,-0.92471592,0.111356018,1.070341108,-0.92471592,0.111356018,1.070341108,-0.92471592,0.111356018,1.070341108,-0.92471592,0.111356018,1.070341108,-0.92471592,0.111356018,1.070341108,-0.92471592,0.111356018,1.070341108,-0.92471592,0.111356018,1.070341108,-0.92471592,0.111356018,1.070341108,-0.92471592,0.111356018,1.070341108,2
5.78125,0.557830123,-0.60279668,1.671849733,-0.184197683,-1.217025814,-0.859052835,0.116836783,1.580114628,-1.018667249,-0.371507683,0.844942914,-1.013245797,-0.458336186,0.909998889,-0.983106309,-1.940296315,0.980513874,-1.055479592,-1.577081871,0.805400413,-0.769174963,-0.257511755,-0.253001514,-0.843735961,-0.588700832,0.713070608,-1.324208864,-0.425622957,-1.047936411,0.143574866,0.523185689,-0.173750977,-1.421348619,-0.163978843,-1.479789161,-0.859052835,0.116836783,1.580114628,-0.859052835,0.116836783,1.580114628,-0.859052835,0.116836783,1.580114628,-0.859052835,0.116836783,1.580114628,-0.859052835,0.116836783,1.580114628,-0.859052835,0.116836783,1.580114628,-0.859052835,0.116836783,1.580114628,-0.859052835,0.116836783,1.580114628,-0.859052835,0.116836783,1.580114628,2
5.8125,0.536063274,-0.60279668,1.654413227,-0.184197683,-1.210638799,-0.793389749,0.122317547,2.089888148,-0.997142744,-0.369242998,1.135294594,-0.990084476,-0.471855146,1.147912954,-0.952923596,-2.078763975,0.999494876,-1.017643854,-1.718879356,0.863010692,-0.732601363,-0.253390705,-0.124498404,-0.825521641,-0.622091028,0.950996151,-1.488700341,-0.261605368,-1.44820884,0.268365627,0.530815077,-0.210919919,-1.417415879,-0.284512888,-1.792391062,-0.793389749,0.122317547,2.089888148,-0.793389749,0.122317547,2.089888148,-0.793389749,0.122317547,2.089888148,-0.793389749,0.122317547,2.089888148,-0.793389749,0.122317547,2.089888148,-0.793389749,0.122317547,2.089888148,-0.793389749,0.122317547,2.089888148,-0.793389749,0.122317547,2.089888148,-0.793389749,0.122317547,2.089888148,2
5.84375,0.514296425,-0.60279668,1.636976721,-0.184197683,-1.204251784,-0.727726664,0.127798312,2.599661668,-0.975618239,-0.366978314,1.425646275,-0.966923154,-0.485374106,1.385827019,-0.922740883,-2.217231634,1.018475879,-0.979808117,-1.860676841,0.92062097,-0.696027764,-0.249269655,0.00400470651,-0.807307321,-0.655481224,1.188921694,-1.653191818,-0.0975877801,-1.848481269,0.393156388,0.538444465,-0.24808886,-1.413483138,-0.405046933,-2.104992962,-0.727726664,0.127798312,2.599661668,-0.727726664,0.127798312,2.599661668,-0.727726664,0.127798312,2.599661668,-0.727726664,0.127798312,2.599661668,-0.727726664,0.127798312,2.599661668,-0.727726664,0.127798312,2.599661668,-0.727726664,0.127798312,2.599661668,-0.727726664,0.127798312,2.599661668,-0.727726664,0.127798312,2.599661668,2
5.875,0.492529576,-0.60279668,1.619540214,-0.184197683,-1.197864769,-0.662063578,0.133279076,3.109435188,-0.954093734,-0.364713629,1.715997955,-0.943761832,-0.498893066,1.623741083,-0.89255817,-2.355699293,1.037456881,-0.941972379,-2.002474327,0.978231249,-0.659454165,-0.245148605,0.132507817,-0.789093001,-0.68887142,1.426847237,-1.817683296,0.0664298082,-2.248753698,0.517947148,0.546073853,-0.285257802,-1.409550398,-0.525580978,-2.417594863,-0.662063578,0.133279076,3.109435188,-0.662063578,0.133279076,3.109435188,-0.662063578,0.133279076,3.109435188,-0.662063578,0.133279076,3.109435188,-0.662063578,0.133279076,3.109435188,-0.662063578,0.133279076,3.109435188,-0.662063578,0.133279076,3.109435188,-0.662063578,0.133279076,3.109435188,-0.662063578,0.133279076,3.109435188,2
5.90625,0.470762727,-0.60279668,1.602103708,-0.184197683,-1.191477754,-0.648658671,0.127750954,3.078755633,-0.884900099,-0.365443618,1.788994031,-0.862514641,-0.501046656,1.689830627,-0.753492082,-2.32491682,1.065605869,-0.761803955,-1.99045888,1.001011023,-0.576510737,-0.283128252,0.177015974,-0.751894,-0.605695933,1.502560701,-1.863655233,0.117801865,-2.406119318,0.609077838,0.607844405,-0.296408922,-1.383592038,-0.581523643,-2.53277904,-0.648658671,0.127750954,3.078755633,-0.648658671,0.127750954,3.078755633,-0.648658671,0.127750954,3.078755633,-0.648658671,0.127750954,3.078755633,-0.648658671,0.127750954,3.078755633,-0.648658671,0.127750954,3.078755633,-0.648658671,0.127750954,3.078755633,-0.648658671,0.127750954,3.078755633,-0.648658671,0.127750954,3.078755633,2
5.9375,0.448995878,-0.60279668,1.584667201,-0.184197683,-1.185090738,-0.661323949,0.116730799,2.778458713,-0.791925628,-0.367667568,1.753557298,-0.752289988,-0.497530371,1.670201584,-0.560107035,-2.209700052,1.098328516,-0.510629618,-1.901710339,1.006414804,-0.470434661,-0.342110792,0.17962133,-0.705224057,-0.464368991,1.497350964,-1.850500991,0.112978126,-2.442305327,0.683416432,0.696624512,-0.294580459,-1.346645694,-0.605243423,-2.549476874,-0.661323949,0.116730799,2.778458713,-0.661323949,0.116730799,2.778458713,-0.661323949,0.116730799,2.778458713,-0.661323949,0.116730799,2.778458713,-0.661323949,0.116730799,2.778458713,-0.661323949,0.116730799,2.778458713,-0.661323949,0.116730799,2.778458713,-0.661323949,0.116730799,2.778458713,-0.661323949,0.116730799,2.778458713,2
5.96875,0.427229029,-0.60279668,1.567230695,-0.184197683,-1.178703723,-0.673989227,0.105710643,2.478161793,-0.698951158,-0.369891518,1.718120564,-0.642065335,-0.494014086,1.65057254,-0.366721988,-2.094483284,1.131051164,-0.259455281,-1.812961798,1.011818585,-0.364358585,-0.401093333,0.182226685,-0.658554115,-0.323042049,1.492141227,-1.837346748,0.108154386,-2.478491336,0.757755026,0.785404619,-0.292751995,-1.30969935,-0.628963203,-2.566174709,-0.673989227,0.105710643,2.478161793,-0.673989227,0.105710643,2.478161793,-0.673989227,0.105710643,2.478161793,-0.673989227,0.105710643,2.478161793,-0.673989227,0.105710643,2.478161793,-0.673989227,0.105710643,2.478161793,-0.673989227,0.105710643,2.478161793,-0.673989227,0.105710643,2.478161793,-0.673989227,0.105710643,2.478161793,2
6,0.405462181,-0.60279668,1.549794188,-0.184197683,-1.172316708,-0.686654505,0.094690487,2.177864873,-0.605976687,-0.372115469,1.68268383,-0.531840682,-0.490497801,1.630943497,-0.17333694,-1.979266516,1.163773811,-0.0082809445,-1.724213256,1.017222366,-0.258282509,-0.460075873,0.184832041,-0.611884172,-0.181715107,1.486931489,-1.824192506,0.103330646,-2.514677345,0.83209362,0.874184726,-0.290923531,-1.272753006,-0.652682983,-2.582872544,-0.686654505,0.094690487,2.177864873,-0.686654505,0.094690487,2.177864873,-0.686654505,0.094690487,2.177864873,-0.686654505,0.094690487,2.177864873,-0.686654505,0.094690487,2.177864873,-0.686654505,0.094690487,2.177864873,-0.686654505,0.094690487,2.177864873,-0.686654505,0.094690487,2.177864873,-0.686654505,0.094690487,2.177864873,2
6.03125,0.383695332,-0.60279668,1.532357682,-0.184197683,-1.165929693,-0.699319783,0.0836703312,1.877567954,-0.513002216,-0.374339419,1.647247096,-0.421616028,-0.486981517,1.611314453,0.0200481071,-1.864049748,1.196496459,0.242893392,-1.635464715,1.022626146,-0.152206432,-0.519058414,0.187437397,-0.565214229,-0.0403881651,1.481721752,-1.811038263,0.098506906,-2.550863353,0.906432214,0.962964833,-0.289095067,-1.235806662,-0.676402763,-2.599570378,-0.699319783,0.0836703312,1.877567954,-0.699319783,0.0836703312,1.877567954,-0.699319783,0.0836703312,1.877567954,-0.699319783,0.0836703312,1.877567954,-0.699319783,0.0836703312,1.877567954,-0.699319783,0.0836703312,1.877567954,-0.699319783,0.0836703312,1.877567954,-0.699319783,0.0836703312,1.877567954,-0.699319783,0.0836703312,1.877567954,2
6.0625,0.361928483,-0.60279668,1.514921176,-0.184197683,-1.159542678,-0.707290336,0.0721428786,1.677589096,-0.452260068,-0.375960125,1.621379253,-0.354953263,-0.484196621,1.592865046,0.115785649,-1.735133869,1.201840336,0.349845544,-1.615275397,1.043030065,-0.134102308,-0.527591366,0.185086836,-0.513122858,0.0829804864,1.431843233,-1.758530483,0.00372268593,-2.459853002,0.86393659,0.949385211,-0.323655915,-1.25419166,-0.617553621,-2.511302987,-0.707290336,0.0721428786,1.677589096,-0.707290336,0.0721428786,1.677589096,-0.707290336,0.0721428786,1.677589096,-0.707290336,0.0721428786,1.677589096,-0.707290336,0.0721428786,1.677589096,-0.707290336,0.0721428786,1.677589096,-0.707290336,0.0721428786,1.677589096,-0.707290336,0.0721428786,1.677589096,-0.707290336,0.0721428786,1.677589096,2
6.09375,0.340161634,-0.60279668,1.497484669,-0.184197683,-1.153155663,-0.708151755,0.0598472359,1.629519986,-0.440326716,-0.37666735,1.6100014,-0.354255441,-0.482519253,1.57620194,0.063657416,-1.585473686,1.165725059,0.238404766,-1.698904017,1.086148407,-0.249212448,-0.45972946,0.175231626,-0.452821921,0.179155238,1.314323623,-1.646430386,-0.227286991,-2.176231603,0.644521115,0.780804184,-0.413320413,-1.356363864,-0.433671919,-2.264088735,-0.708151755,0.0598472359,1.629519986,-0.708151755,0.0598472359,1.629519986,-0.708151755,0.0598472359,1.629519986,-0.708151755,0.0598472359,1.629519986,-0.708151755,0.0598472359,1.629519986,-0.708151755,0.0598472359,1.629519986,-0.708151755,0.0598472359,1.629519986,-0.708151755,0.0598472359,1.629519986,-0.708151755,0.0598472359,1.629519986,2
6.125,0.318394785,-0.60279668,1.480048163,-0.184197683,-1.146768648,-0.708630408,0.0495295776,1.571865932,-0.430647967,-0.376743441,1.586898831,-0.355276479,-0.479430452,1.551072065,0.0122933027,-1.450583709,1.13420782,0.113739494,-1.783811447,1.123161578,-0.359967759,-0.394051527,0.166036411,-0.397267618,0.278004344,1.190394905,-1.492990745,-0.406072147,-1.910475416,0.451781161,0.662582294,-0.506042361,-1.458536068,-0.249790217,-2.016874484,-0.708630408,0.0495295776,1.571865932,-0.708630408,0.0495295776,1.571865932,-0.708630408,0.0495295776,1.571865932,-0.708630408,0.0495295776,1.571865932,-0.708630408,0.0495295776,1.571865932,-0.708630408,0.0495295776,1.571865932,-0.708630408,0.0495295776,1.571865932,-0.708630408,0.0495295776,1.571865932,-0.708630408,0.0495295776,1.571865932,2
6.15625,0.296627936,-0.60279668,1.462611656,-0.184197683,-1.140381633,-0.707647349,0.0467654713,1.477608769,-0.429579129,-0.374409347,1.51902177,-0.362861514,-0.470951649,1.493609188,-0.0361527819,-1.372098381,1.12024963,-0.0614276378,-1.873602418,1.136860241,-0.45409279,-0.336713774,0.159361592,-0.359839824,0.387066308,1.041991001,-1.181683134,-0.385421647,-1.712943126,0.360910022,0.736672511,-0.61044014,-1.560708272,-0.0659085152,-1.769660232,-0.707647349,0.0467654713,1.477608769,-0.707647349,0.0467654713,1.477608769,-0.707647349,0.0467654713,1.477608769,-0.707647349,0.0467654713,1.477608769,-0.707647349,0.0467654713,1.477608769,-0.707647349,0.0467654713,1.477608769,-0.707647349,0.0467654713,1.477608769,-0.707647349,0.0467654713,1.477608769,-0.707647349,0.0467654713,1.477608769,2
6.1875,0.274861087,-0.60279668,1.44517515,-0.184197683,-1.133994618,-0.706664289,0.044001365,1.383351606,-0.42851029,-0.372075253,1.451144708,-0.37044655,-0.462472846,1.436146311,-0.0845988666,-1.293613053,1.10629144,-0.23659477,-1.963393388,1.150558905,-0.548217822,-0.279376021,0.152686773,-0.322412031,0.496128271,0.893587097,-0.870375524,-0.364771147,-1.515410835,0.270038884,0.810762729,-0.714837919,-1.662880476,0.117973187,-1.52244598,-0.706664289,0.044001365,1.383351606,-0.706664289,0.044001365,1.383351606,-0.706664289,0.044001365,1.383351606,-0.706664289,0.044001365,1.383351606,-0.706664289,0.044001365,1.383351606,-0.706664289,0.044001365,1.383351606,-0.706664289,0.044001365,1.383351606,-0.706664289,0.044001365,1.383351606,-0.706664289,0.044001365,1.383351606,2
6.21875,0.253094239,-0.60279668,1.427738643,-0.184197683,-1.127607603,-0.702960933,-0.041252813,0.986373095,-0.428244693,-0.366882293,1.175950151,-0.393446964,-0.435962022,1.207823246,-0.221382442,-1.276126091,1.082476059,-0.559795395,-2.035662456,1.146663627,-0.54904766,-0.271282445,-0.189920653,-0.350596298,0.681343191,0.879719164,-0.695024725,-0.497738726,-1.180283767,0.0678575333,0.668628789,-0.603415363,-1.555791172,0.244957933,-1.091503482,-0.702960933,-0.041252813,0.986373095,-0.702960933,-0.041252813,0.986373095,-0.702960933,-0.041252813,0.986373095,-0.702960933,-0.041252813,0.986373095,-0.702960933,-0.041252813,0.986373095,-0.702960933,-0.041252813,0.986373095,-0.702960933,-0.041252813,0.986373095,-0.702960933,-0.041252813,0.986373095,-0.702960933,-0.041252813,0.986373095,2
